# name	type	package	section	arguments
current-menu	Function	editor	menus	current-menu &optional BUFFER
current-virtual-column	Function	editor	positions	current-virtual-column
current-virtual-line-number	Function	editor	positions	current-virtual-line-number
current-window-configuration	Function	editor	windows	current-window-configuration
cwd	Function	editor	filesystem	cwd
dabbrev-expand	Function	editor	text	dabbrev-expand &optional ARG
dabbrev-popup	Function	editor	text	dabbrev-popup
dde-execute	Function	editor	system	dde-execute CHAN DATA
dde-initiate	Function	editor	system	dde-initiate SERVICE TOPIC
dde-poke	Function	editor	system	dde-poke CHAN ITEM DATA
dde-request	Function	editor	system	dde-request CHAN DATA RESULT-TYPE
dde-terminate	Function	editor	system	dde-terminate CHAN
debug-output-stream-p	Function	editor	io	debug-output-stream-p STREAM
decf	Macro	lisp	numbers	decf PLACE &optional (DELTA 1)
declaim	Macro	lisp	variables	declaim &rest DECL-SPECS
declare	Misc	lisp	variables	-
decode-escape-sequence	Function	editor	strings	decode-escape-sequence STRING REGEXPP
decode-mime-header	Function	editor	misc	decode-mime-header
decode-universal-time	Function	lisp	datetime	decode-universal-time UNIVERSAL-TIME &optional TIME-ZONE
decrease-text-font-size	Function	editor	text	decrease-text-font-size &optional (ARG 1)
default-directory	Function	editor	filesystem	default-directory &optional BUFFER
default-value	Function	lisp	symbols	default-value SYMBOL
defconstant	Macro	lisp	variables	defconstant NAME VALUE &optional DOC
define-abbrev-table	Function	editor	text	define-abbrev-table TABNAME &optional DEFS
define-command-bar	Function	editor	menus	define-command-bar SYM NAME &optional EDGE X Y W
define-condition	Macro	lisp	errors	define-condition NAME (PARENT-TYPE) &rest BODY
define-history-variable	Macro	editor	variables	define-history-variable NAME &optional (INITIAL-VALUE nil sv) DOC
define-key	Function	editor	keymaps	define-key KEYMAP KEY COMMAND
define-menu	Macro	editor	menus	define-menu &body BODY
define-popup-menu	Macro	editor	menus	define-popup-menu &body BODY
defmacro	Macro	lisp	macros	defmacro NAME (&rest LAMBDA-LIST) &body BODY
defpackage	Macro	lisp	packages	defpackage PACKAGE-NAME &rest OPTIONS
defparameter	Macro	lisp	variables	defparameter NAME VALUE &optional DOC
defstruct	Macro	lisp	variables	defstruct NAME-AND-OPTIONS &rest REST
deftype	Macro	lisp	datatypes	deftype NAME (&rest LAMBDA-LIST) &rest BODY
defun	Macro	lisp	functions	defun NAME (&rest LAMBDA-LIST) &body BODY
defvar	Macro	lisp	variables	defvar NAME &optional (INITIAL-VALUE () SV) DOC
defvar-local	Macro	editor	variables	defvar-local NAME INITIAL-VALUE &optional DOC
delete	Function	lisp	sequences	delete ITEM SEQUENCE &key :from-end :test :test-not :start :end :count :key
delete-all-pseudo-frames	Function	editor	windows	delete-all-pseudo-frames &optional (CREATE-NEW t)
delete-backward-char	Function	editor	text	delete-backward-char &optional (N 1)
delete-backward-char-or-selection	Function	editor	text	delete-backward-char-or-selection &optional (N 1)
delete-blank-lines	Function	editor	text	delete-blank-lines
delete-buffer	Function	editor	buffers	delete-buffer BUFFER
delete-char	Function	editor	text	delete-char &optional (N 1)
delete-char-or-selection	Function	editor	text	delete-char-or-selection &optional (N 1)
delete-command-bar	Function	editor	menus	delete-command-bar SYM
delete-directory	Function	lisp	filesystem	delete-directory DIRNAME &key :if-does-not-exist :if-access-denied
delete-duplicates	Function	lisp	sequences	delete-duplicates SEQUENCE &key :from-end :test :test-not (:start 0) (:end (length SEQUENCE)) (:key #'identity)
delete-file	Function	lisp	filesystem	delete-file FILE &key :if-does-not-exist :if-access-denied :recycle
delete-file-in-archive	Function	editor	filesystem	delete-file-in-archive ARCHIVE-FILE &rest FILES
delete-hook	Function	editor	modes	delete-hook HOOK FN
delete-horizontal-spaces	Function	editor	text	delete-horizontal-spaces
delete-if	Function	lisp	sequences	delete-if PREDICATE SEQUENCE &key :from-end :start :end :count :key
delete-if-not	Function	lisp	sequences	delete-if-not PREDICATE SEQUENCE &key :from-end :start :end :count :key
delete-indentation	Function	editor	strings	delete-indentation &optional ARG
delete-last-ime-composition	Function	editor	strings	delete-last-ime-composition
delete-marker	Function	editor	positions	delete-marker MARKER
delete-menu	Function	editor	menus	delete-menu MENU TAG-OR-POSITION &optional TAG-OR-POSITION-P
delete-other-windows	Function	editor	windows	delete-other-windows
delete-package	Function	lisp	packages	delete-package PACKAGE
delete-pseudo-frame	Function	editor	windows	delete-pseudo-frame &optional (FRAME ed::*current-pseudo-frame*)
delete-rectangle	Function	editor	regions	delete-rectangle P1 P2
delete-rectangle-selection	Function	editor	regions	delete-rectangle-selection
delete-region	Function	editor	regions	delete-region FROM TO
delete-text-attribute-point	Function	editor	text	delete-text-attribute-point POINT
delete-text-attributes	Function	editor	text	delete-text-attributes TAG &key :test :test-not :key
delete-text-attributes-if	Function	editor	text	delete-text-attributes-if TEST &key :key
delete-text-attributes-if-not	Function	editor	text	delete-text-attributes-if-not TEST &key :key
delete-tool-bar	Function	editor	menus	delete-tool-bar NAME
delete-trailing-spaces	Function	editor	text	delete-trailing-spaces
delete-window	Function	editor	windows	delete-window
deleted-buffer-p	Function	editor	buffers	deleted-buffer-p BUFFER
deleted-window-p	Function	editor	windows	deleted-window-p WINDOW
denominator	Function	lisp	numbers	denominator RATIONAL
deposit-field	Function	lisp	numbers	deposit-field NEWBYTE BYTESPEC INTEGER
describe-bindings	Function	editor	keymaps	describe-bindings
describe-function	Function	editor	symbols	describe-function SYMBOL
describe-key	Function	editor	keymaps	describe-key KEY
describe-key-briefly	Function	editor	keymaps	describe-key-briefly KEY &optional ARG
describe-variable	Function	editor	symbols	describe-variable SYMBOL
detect-char-encoding	Function	editor	text	detect-char-encoding STRING-OR-STREAM
dialog	Function	lisp	dialogs	dialog X Y W H &rest CONTROLS
dialog-box	Function	editor	dialogs	dialog-box TEMPLATE INITIAL-VALUE CHECK-OR-DISABLE
digit-argument	Function	editor	functions	digit-argument RAW &optional ARG
digit-char	Function	lisp	characters	digit-char WEIGHT &optional (RADIX 10)
digit-char-p	Function	lisp	characters	digit-char-p CHAR &optional (RADIX 10)
ding	Function	editor	misc	ding
directory	Function	lisp	filesystem	directory PATHNAME &key :absolute :recursive :wild :depth :file-only :show-dots :count :directory-only :callback :file-info :test
directory-name-dialog	Function	editor	dialogs	directory-name-dialog &key :title :default
directory-namestring	Function	lisp	filesystem	directory-namestring PATHNAME
display-first-tab-char	Variable	editor	characters	-
display-newline-char	Variable	editor	characters	-
display-rest-tab-char	Variable	editor	characters	-
do	Macro	lisp	control-flow	do (&rest VARLIST) (&optional END-TEST &rest RESULT) &body BODY
do*	Macro	lisp	control-flow	do* (&rest VARLIST) (&optional END-TEST &rest RESULT) &body BODY
do-all-symbols	Macro	lisp	packages	do-all-symbols (VAR &optional RESULT-FORM) &body BODY
do-completion	Function	editor	text	do-completion FROM TO TYPE &optional COMPL WORD LAST-CHAR (POPUP-P *POPUP-COMPLETION-LIST-DEFAULT*)
do-events	Function	lisp	misc	do-events
do-external-symbols	Macro	lisp	control-flow	do-external-symbols (VAR &optional (PACKAGE () SV) RESULT-FORM) &body BODY
do-symbols	Macro	lisp	control-flow	do-symbols (VAR &optional (PACKAGE () SV) RESULT-FORM) &body BODY
dolist	Macro	lisp	control-flow	dolist (VAR LISTFORM &optional (RESULTFORM ''())) &body BODY
DOSのコマンドをキックして結果を文字列にするには？	Tips	-	misc	-
dotimes	Macro	lisp	control-flow	dotimes (VAR COUNTFORM &optional (RESULTFORM ''())) &body BODY
double-float-p	Function	lisp	datatypes	double-float-p OBJECT
down-list	Function	editor	positions	down-list &optional ARG NO-ERRORS
downcase-region	Function	editor	regions	downcase-region FROM TO
downcase-word	Function	editor	strings	downcase-word &optional (ARG 1)
dpb	Function	lisp	numbers	dpb NEWBYTE BYTESPEC INTEGER
drive-dialog	Function	editor	dialogs	drive-dialog &optional DRIVE
dump-xyzzy	Function	editor	system	dump-xyzzy &optional FILENAME
echo-stream-input-stream	Function	lisp	io	echo-stream-input-stream ECHO-STREAM
echo-stream-output-stream	Function	lisp	io	echo-stream-output-stream ECHO-STREAM
ed::*auto-save-session-file*	Variable	editor	buffers	-
ed::*last-search-regexp*	Variable	editor	search-regexp	-
ed::*last-search-string*	Variable	editor	search-regexp	-
ed::*register-alist*	Variable	editor	variables	-
ed::build-summary-function	BufferLocal	editor	functions	-
ed::find-file-internal	Function	editor	filesystem	find-file-internal FILENAME &optional NOWARN (KANJI-CODE nil SVAR) NEWLINE-CODE NOMSG
ed::get-register	Function	editor	misc	get-register R
ed::get-selection-start-end	Function	editor	positions	get-selection-start-end
ed::map-selection	Function	editor	positions	map-selection FN
ed::pseudo-frame	Struct	editor	windows	-
ed::set-register	Function	editor	misc	set-register R VALUE
ed::toggle-mode	Function	editor	modes	toggle-mode VAR ARG SV
eighth	Function	lisp	lists	eighth X
eject-media	Function	editor	filesystem	eject-media DRIVE
elt	Function	lisp	sequences	elt SEQUENCE INDEX
Emacs 互換ではない正規表現は結構あるのでしょうか？	Tips	-	search-regexp	-
emacs-write-file	Function	editor	filesystem	emacs-write-file FILENAME
enable-post-buffer-modified-hook	Function	editor	variables	enable-post-buffer-modified-hook ENABLE &optional BUFFER
encode-universal-time	Function	lisp	datetime	encode-universal-time SECOND MINUTE HOUR DAY MONTH YEAR &optional TIME-ZONE
end-of-buffer	Function	editor	positions	end-of-buffer
end-of-defun	Function	editor	functions	end-of-defun &optional (ARG 1)
end-of-line	Function	editor	positions	end-of-line
end-of-virtual-line	Function	editor	positions	end-of-virtual-line
endp	Function	lisp	lists	endp OBJECT
enlarge-window	Function	editor	windows	enlarge-window &optional EXTEND VERTICAL
enlarge-window-horizontally	Function	editor	windows	enlarge-window-horizontally &optional (ARG 1)
enum-buffers	Function	editor	buffers	enum-buffers FN
eobp	Function	editor	positions	eobp
eolp	Function	editor	positions	eolp
eq	Function	lisp	datatypes	eq X Y
eql	Function	lisp	datatypes	eql X Y
equal	Function	lisp	datatypes	equal X Y
equalp	Function	lisp	datatypes	equalp X Y
erase-buffer	Function	editor	buffers	erase-buffer BUFFER
error	Function	lisp	errors	error DATUM &rest ARGS
esc-map	Variable	editor	keymaps	-
etc-path	Function	editor	system	etc-path
eval	Function	lisp	evaluation	eval FORM
eval-buffer	Function	editor	evaluation	eval-buffer BUFFER
eval-expression	Function	editor	evaluation	eval-expression X
eval-region	Function	editor	evaluation	eval-region FROM TO &optional STREAM
eval-when	Special Form	lisp	evaluation	eval-when ({SITUATION}*) {FORM}*
evenp	Function	lisp	numbers	evenp INTEGER
every	Function	lisp	sequences	every PREDICATE SEQUENCE &rest MORE-SEQUENCES
exchange-point-and-mark	Function	editor	positions	exchange-point-and-mark
execute-extended-command	Function	editor	evaluation	execute-extended-command COMMAND &optional RAW ARG
execute-region	Function	editor	processes	execute-region FROM TO
execute-shell-command	Function	editor	processes	execute-shell-command COMMAND &optional INFILE OUTPUT ENVIRON DIRECTORY
execute-subprocess	Function	editor	processes	execute-subprocess CMD &optional ARG BUFNAME ENVIRON DIRECTORY
exp	Function	lisp	numbers	exp NUMBER
expand-abbrev	Function	editor	text	expand-abbrev
export	Function	lisp	packages	export SYMBOLS &optional PACKAGE
expt	Function	lisp	numbers	expt BASE-NUMBER POWER-NUMBER
extended-alphabet-char-p	Function	editor	datatypes	extended-alphabet-char-p CHAR
extract-archive	Function	editor	filesystem	extract-archive ARCHIVE-FILE TO-DIRECTORY &rest FILES
fast-scroll-down	Function	editor	buffers	fast-scroll-down
fast-scroll-up	Function	editor	buffers	fast-scroll-up
fboundp	Function	lisp	symbols	fboundp SYMBOL
fceiling	Function	lisp	numbers	fceiling NUMBER &optional DIVISOR
featurep	Function	lisp	system	featurep FEATURE
ffloor	Function	lisp	numbers	ffloor NUMBER &optional DIVISOR
fifth	Function	lisp	lists	fifth X
file-directory-p	Function	lisp	filesystem	file-directory-p PATHNAME
file-executable-p	Function	lisp	filesystem	file-executable-p PATHNAME
file-exist-p	Function	lisp	filesystem	file-exist-p PATHNAME
file-length	Function	lisp	filesystem	file-length PATHNAME
file-name-dialog	Function	editor	dialogs	file-name-dialog &key :char-encoding :eol-code :filter :filter-index :title :default :extension :save :multiple :must-exist :explorer :hide-read-only :initial-directory
file-namestring	Function	lisp	filesystem	file-namestring PATHNAME
file-newer-than-file-p	Function	editor	filesystem	file-newer-than-file-p FILE1 FILE2
file-position	Function	lisp	io	file-position FILE-STREAM &optional POSITION
file-precious-flag	BufferLocal	editor	buffers	-
file-property	Function	editor	filesystem	file-property PATHNAME
file-readable-p	Function	lisp	filesystem	file-readable-p PATHNAME
file-visited-p	Function	editor	buffers	file-visited-p &optional BUFFER
file-writable-p	Function	lisp	filesystem	file-writable-p PATHNAME
file-write-time	Function	lisp	filesystem	file-write-time FILENAME
filer	Function	editor	filer	filer &optional PATH ALLOW-MULTIPLE-SELECT-P CAPTION DUAL-WINDOW-P MODELESSP
filer-calc-directory-byte-size	Function	editor	filer	filer-calc-directory-byte-size
filer-calc-directory-size	Function	editor	filer	filer-calc-directory-size
filer-cancel	Function	editor	filer	filer-cancel
filer-clear-all-marks	Function	editor	filer	filer-clear-all-marks &optional SECONDARY-WINDOW-P
filer-close	Function	editor	filer	filer-close RESULT
filer-context-menu	Function	editor	filer	filer-context-menu
filer-count-marks	Function	editor	filer	filer-count-marks &optional FILE-ONLY-P SECONDARY-WINDOW-P
filer-current-file-directory-p	Function	editor	filer	filer-current-file-directory-p &optional SECONDARY-WINDOW-P
filer-current-file-dot-dot-p	Function	editor	filer	filer-current-file-dot-dot-p &optional SECONDARY-WINDOW-P
filer-demand-reload	Function	editor	filer	filer-demand-reload
filer-dual-window-p	Function	editor	filer	filer-dual-window-p
filer-forward-line	Function	editor	filer	filer-forward-line &optional ARG SECONDARY-WINDOW-P
filer-forward-page	Function	editor	filer	filer-forward-page &optional ARG SECONDARY-WINDOW-P
filer-get-current-file	Function	editor	filer	filer-get-current-file &optional SECONDARY-WINDOW-P
filer-get-directory	Function	editor	filer	filer-get-directory &optional SECONDARY-WINDOW-P
filer-get-drive	Function	editor	filer	filer-get-drive &optional SECONDARY-WINDOW-P
filer-get-mark-files	Function	editor	filer	filer-get-mark-files &optional FILE-ONLY-P SECONDARY-WINDOW-P
filer-get-sort-order	Function	editor	filer	filer-get-sort-order &optional SECONDARY-WINDOW-P
filer-get-text	Function	editor	filer	filer-get-text
filer-goto-bof	Function	editor	filer	filer-goto-bof &optional SECONDARY-WINDOW-P
filer-goto-eof	Function	editor	filer	filer-goto-eof &optional SECONDARY-WINDOW-P
filer-goto-file	Function	editor	filer	filer-goto-file STRING &optional START REVERSE WILD-P
filer-isearch	Function	editor	filer	filer-isearch &optional CHAR NO-WRAP SECONDARY-WINDOW-P
filer-left-window	Function	editor	filer	filer-left-window
filer-left-window-p	Function	editor	filer	filer-left-window-p
filer-mark	Function	editor	filer	filer-mark &optional FILE-ONLY-P SECONDARY-WINDOW-P
filer-mark-all	Function	editor	filer	filer-mark-all &optional FILE-ONLY-P SECONDARY-WINDOW-P
filer-mark-match-files	Function	editor	filer	filer-mark-match-files MASK &optional SECONDARY-WINDOW-P
filer-modal-p	Function	editor	filer	filer-modal-p
filer-modify-column-width	Function	editor	filer	filer-modify-column-width N D &optional SECONDARY-WINDOW-P
filer-read-char	Function	editor	filer	filer-read-char
filer-reload	Function	editor	filer	filer-reload &optional MASK SECONDARY-WINDOW-P
filer-right-window	Function	editor	filer	filer-right-window
filer-scroll-left	Function	editor	filer	filer-scroll-left &optional SECONDARY-WINDOW-P
filer-scroll-right	Function	editor	filer	filer-scroll-right &optional SECONDARY-WINDOW-P
filer-set-directory	Function	editor	filer	filer-set-directory DIRECTORY &optional SECONDARY-WINDOW-P
filer-set-file-mask	Function	editor	filer	filer-set-file-mask MASK &optional SECONDARY-WINDOW-P
filer-set-text	Function	editor	filer	filer-set-text STRING
filer-sort	Function	editor	filer	filer-sort ARG &optional SECONDARY-WINDOW-P
filer-subscribe-to-reload	Function	editor	filer	filer-subscribe-to-reload PATH &optional SUB-DIRECTORY-P
filer-swap-windows	Function	editor	filer	filer-swap-windows
filer-toggle-all-marks	Function	editor	filer	filer-toggle-all-marks &optional FILE-ONLY-P SECONDARY-WINDOW-P
filer-toggle-mark	Function	editor	filer	filer-toggle-mark &optional FILE-ONLY-P SECONDARY-WINDOW-P
filer-viewer	Function	editor	filer	filer-viewer
fill	Function	lisp	sequences	fill SEQUENCE ITEM &key :start :end
fill-column	Variable	editor	positions	-
fill-paragraph	Function	editor	strings	fill-paragraph
fill-pointer	Function	lisp	arrays	fill-pointer VECTOR
fill-region	Function	editor	regions	fill-region FROM TO
fill-region-as-paragraph	Function	editor	regions	fill-region-as-paragraph FROM TO
fill-region-hook	Variable	editor	regions	-
filter-buffer	Function	editor	processes	filter-buffer COMMAND
filter-region	Function	editor	processes	filter-region COMMAND &optional START END
find	Function	lisp	sequences	find ITEM SEQUENCE &key :from-end :test :test-not :start :end :key
find-all-symbols	Function	lisp	symbols	find-all-symbols NAME
find-buffer	Function	editor	buffers	find-buffer BUFFER-NAME
find-file	Function	editor	filesystem	find-file FILENAME &optional ENCODING NOMSG
find-file-in-archive	Function	editor	filesystem	find-file-in-archive ARCNAME FILENAME
find-file-other-window	Function	editor	filesystem	find-file-other-window FILENAME &optional ENCODING NOMSG
find-file-read-only	Function	editor	filesystem	find-file-read-only FILENAME &optional ENCODING NOMSG
find-if	Function	lisp	sequences	find-if PREDICATE SEQUENCE &key :from-end :start :end :key
find-if-not	Function	lisp	sequences	find-if-not PREDICATE SEQUENCE &key :from-end :start :end :key
find-load-path	Function	lisp	system	find-load-path FILENAME
find-name-buffer	Function	editor	buffers	find-buffer BUFFER-NAME
find-other-file	Function	editor	filesystem	find-other-file FILENAME &optional ENCODING NOMSG
find-package	Function	lisp	packages	find-package NAME
find-pseudo-frame	Function	editor	windows	find-pseudo-frame NAME
find-symbol	Function	lisp	packages	find-symbol STRING &optional PACKAGE
find-text-attribute	Function	editor	text	find-text-attribute TAG &key :start :end :from-end :test :test-not :key
find-text-attribute-if	Function	editor	text	find-text-attribute-if TEST &key :start :end :from-end :key
find-text-attribute-if-not	Function	editor	text	find-text-attribute-if-not TEST &key :start :end :from-end :key
find-text-attribute-point	Function	editor	text	find-text-attribute-point POINT
first	Function	lisp	lists	first LIST
first-error	Function	editor	errors	first-error &optional ARG WRAP
flet	Special Form	lisp	functions	flet ({(NAME LAMBDA-LIST {declaration}* [doc-string] {FORM}*)}*) {FORM}*
float	Function	lisp	numbers	float NUMBER &optional OTHER
floatp	Function	lisp	datatypes	floatp OBJECT
floor	Function	lisp	numbers	floor NUMBER &optional DIVISOR
fmakunbound	Function	lisp	variables	fmakunbound SYMBOL
focus-tool-bar	Function	editor	menus	focus-tool-bar
following-char	Function	editor	text	following-char
format	Function	lisp	io	format DESTINATION CONTROL-STRING &rest ARGUMENTS
format-date	Function	editor	datetime	format-date S FMT &optional UNIVERSAL-TIME
format-date-string	Function	editor	datetime	format-date-string FMT &optional UNIVERSAL-TIME
format-drive	Function	editor	filesystem	format-drive &optional DRIVE QUICK
forward-char	Function	editor	positions	forward-char &optional (ARG 1)
forward-line	Function	editor	positions	forward-line &optional (N 1)
forward-list	Function	editor	positions	forward-list &optional ARG NO-ERRORS
forward-page	Function	editor	positions	forward-page &optional (ARG 1)
forward-paragraph	Function	editor	positions	forward-paragraph &optional (ARG 1)
forward-sexp	Function	editor	buffers	forward-sexp &optional ARG NO-ERRORS
forward-virtual-line	Function	editor	positions	forward-virtual-line &optional (ARG 1)
forward-word	Function	editor	positions	forward-word &optional (ARG 1)
fourth	Function	lisp	lists	fourth X
fresh-line	Function	lisp	io	fresh-line &optional OUTPUT-STREAM
fround	Function	lisp	numbers	fround NUMBER &optional DIVISOR
ftruncate	Function	lisp	numbers	ftruncate NUMBER &optional DIVISOR
funcall	Function	lisp	evaluation	funcall FN &rest ARGUMENTS
function	Special Form	lisp	variables	function FN
functionp	Function	lisp	datatypes	functionp OBJECT
gc	Function	lisp	misc	gc &optional NO-MESSAGE
gcd	Function	lisp	numbers	gcd &rest INTEGERS
gensym	Function	lisp	symbols	gensym &optional X
gentemp	Function	lisp	symbols	gentemp &optional (PREFIX t) (PACKAGE *package*)
get	Function	lisp	symbols	get SYMBOL INDICATOR &optional DEFAULT
get-alternate-file-buffer	Function	editor	buffers	get-alternate-file-buffer FILENAME &key (:test #'equalp)
get-buffer-alternate-file-name	Function	editor	buffers	get-buffer-alternate-file-name &optional BUFFER
get-buffer-colors	Function	editor	buffers	get-buffer-colors &optional BUFFER
get-buffer-create	Function	editor	buffers	get-buffer-create NAME
get-buffer-file-name	Function	editor	buffers	get-buffer-file-name &optional BUFFER
get-buffer-window	Function	editor	windows	get-buffer-window BUFFER &optional START-WINDOW
get-clipboard-data	Function	editor	system	get-clipboard-data
get-decoded-time	Function	lisp	datetime	get-decoded-time
get-disk-usage	Function	editor	filesystem	get-disk-usage DIRECTORY &optional RECURSIVEP
get-dispatch-macro-character	Function	lisp	io	get-dispatch-macro-character DISP-CHAR SUB-CHAR &optional READTABLE
get-file-attributes	Function	editor	filesystem	get-file-attributes PATHNAME
get-file-buffer	Function	editor	buffers	get-file-buffer FILENAME
get-file-info	Function	editor	filesystem	get-file-info PATHNAME
get-filer-font	Function	editor	text	get-filer-font
get-image-size	Function	editor	misc	get-image-size FILENAME
get-ime-mode	Function	editor	keymaps	get-ime-mode
get-internal-real-time	Function	lisp	datetime	get-internal-real-time
get-local-window-flags	Function	editor	windows	get-local-window-flags WINDOW-OR-BUFFER
get-macro-character	Function	lisp	io	get-macro-character CHAR &optional READTABLE
get-menu	Function	editor	menus	get-menu MENU TAG-OR-POSITION &optional TAG-OR-POSITION-P
get-menu-position	Function	editor	menus	get-menu-position MENU TAG
get-next-buffer	Function	editor	buffers	get-next-buffer &optional BUFFER REVERSE TAB-ORDER INTERNAL
get-properties	Function	lisp	symbols	get-properties PLACE INDICATOR-LIST
get-selection-type	Function	editor	buffers	get-selection-type
get-short-path-name	Function	lisp	filesystem	get-short-path-name PATHNAME
get-special-folder-location	Function	editor	system	get-special-folder-location PLACE
get-system-directory	Function	editor	system	get-system-directory
get-text-font	Function	editor	text	get-text-font LANG
get-text-fontset	Function	editor	text	get-text-fontset
get-universal-time	Function	lisp	datetime	get-universal-time
get-window-handle	Function	editor	system	get-window-handle &optional WINDOW
get-window-line	Function	editor	windows	get-window-line &optional WINDOW
get-window-start-line	Function	editor	windows	get-window-start-line &optional WINDOW
get-windows-directory	Function	editor	system	get-windows-directory
getf	Function	lisp	symbols	getf PLACE INDICATOR &optional DEFAULT
gethash	Function	lisp	hashtables	gethash KEY HASH-TABLE &optional DEFAULT
gethash-region	Function	editor	hashtables	gethash-region FROM TO HASHTABLE &optional DEFAULT
global-set-key	Function	editor	keymaps	global-set-key KEY COMMAND
global-unset-key	Function	editor	keymaps	global-unset-key KEY
go	Special Form	lisp	control-flow	go TAG
goal-column	Function	editor	positions	goal-column
goto-bol	Function	editor	positions	goto-bol
goto-char	Function	editor	positions	goto-char POINT
goto-column	Function	editor	positions	goto-column COLUMN &optional EXCEED-P
goto-eol	Function	editor	positions	goto-eol
goto-last-modified-line	Function	editor	buffers	goto-last-modified-line
goto-line	Function	editor	positions	goto-line LINE
goto-marker	Function	editor	positions	goto-marker MARKER
goto-matched-parenthesis	Function	editor	positions	goto-matched-parenthesis &optional ARG
goto-virtual-bol	Function	editor	positions	goto-virtual-bol
goto-virtual-column	Function	editor	positions	goto-virtual-column COLUMN &optional EXCEED-P
goto-virtual-eol	Function	editor	positions	goto-virtual-eol
goto-virtual-line	Function	editor	positions	goto-virtual-line LINE
graphic-char-p	Function	lisp	datatypes	graphic-char-p CHAR
guess-char-encoding	Function	editor	text	guess-char-encoding STRING-OR-STREAM
handler-case	Macro	lisp	errors	handler-case FORM &rest CASES
hash-table-count	Function	lisp	hashtables	hash-table-count HASH-TABLE
hash-table-p	Function	lisp	hashtables	hash-table-p OBJECT
hash-table-rehash-size	Function	lisp	hashtables	hash-table-rehash-size HASH-TABLE
hash-table-rehash-threshold	Function	lisp	hashtables	hash-table-rehash-threshold HASH-TABLE
hash-table-size	Function	lisp	hashtables	hash-table-size HASH-TABLE
hash-table-test	Function	lisp	hashtables	hash-table-test HASH-TABLE
hide-command-bar	Function	editor	menus	hide-command-bar SYM
hide-restricted-region	Variable	editor	regions	-
hide-tool-bar	Function	editor	menus	hide-tool-bar NAME
html-highlight-mode	BufferLocal	editor	syntax	-
if	Special Form	lisp	control-flow	if TEST THEN [ELSE]
ignore-errors	Macro	lisp	errors	ignore-errors &body BODY
ignored-extensions	Variable	editor	minibuffer	-
imagpart	Function	lisp	numbers	imagpart NUMBER
ime-push-composition-string	Function	editor	strings	ime-push-composition-string &optional NODELETE
ime-register-word-dialog	Function	editor	dialogs	ime-register-word-dialog
import	Function	lisp	packages	import SYMBOLS &optional PACKAGE
in-package	Macro	lisp	packages	in-package NAME
incf	Macro	lisp	numbers	incf PLACE &optional (DELTA 1)
increase-text-font-size	Function	editor	text	increase-text-font-size &optional (ARG 1)
indent-for-comment	Function	editor	text	indent-for-comment
indent-region	Function	editor	regions	indent-region FROM TO
indent-relative	Function	editor	text	indent-relative
indent-to	Function	editor	text	indent-to COLUMN
insert	Function	editor	text	insert &rest STRING-OR-CHAR
insert-buffer	Function	editor	buffers	insert-buffer BUFFER
insert-buffer-substring	Function	editor	buffers	insert-buffer-substring BUFFER &optional FROM TO
insert-file	Function	editor	filesystem	insert-file FILENAME &optional ENCODING
insert-file-contents	Function	editor	buffers	insert-file-contents FILENAME &optional VISIT-P OFFSET SIZE
insert-menu-item	Function	editor	menus	insert-menu-item MENU POSITION TAG ITEM &optional COMMAND INIT
insert-menu-separator	Function	editor	menus	insert-menu-separator MENU POSITION &optional TAG
insert-popup-menu	Function	editor	menus	insert-popup-menu MENU POSITION POPUP-MENU MENU-NAME
insert-register	Function	editor	regions	insert-register R
integer-length	Function	lisp	numbers	integer-length INTEGER
integerp	Function	lisp	datatypes	integerp OBJECT
interactive	Special Form	editor	functions	interactive {INTERACTIVE-STRING {PARAMETER}*|LIST}
interactive-p	Function	editor	evaluation	interactive-p
intern	Function	lisp	packages	intern STRING &optional PACKAGE
internal-time-units-per-second	Variable	editor	datetime	-
intersection	Function	lisp	lists	intersection LIST1 LIST2 &rest REST &key :test :test-not :key
isqrt	Function	lisp	numbers	isqrt INTEGER
jump-to-register	Function	editor	positions	jump-to-register R
just-one-space	Function	editor	text	just-one-space
kana-char-p	Function	editor	datatypes	kana-char-p CHAR
kanji-char-p	Function	editor	datatypes	kanji-char-p CHAR
kept-undo-information	BufferLocal	editor	buffers	-
key-to-string	Function	editor	keymaps	key-to-string KEY &optional ESC-TO-META
keymapp	Function	editor	datatypes	keymapp OBJECT
keywordp	Function	lisp	datatypes	keywordp OBJECT
kill-all-buffers	Function	editor	buffers	kill-all-buffers &optional NOT-VERBOSE
kill-all-local-variables	Function	editor	buffers	kill-all-local-variables
kill-buffer	Function	editor	buffers	kill-buffer BUFFER
kill-line	Function	editor	regions	kill-line &optional LINES
kill-local-variable	Function	editor	buffers	kill-local-variable SYMBOL
kill-paragraph	Function	editor	regions	kill-paragraph &optional (ARG 1)
kill-process	Function	editor	processes	kill-process PROCESS
kill-rectangle	Function	editor	regions	kill-rectangle P1 P2
kill-rectangle-selection	Function	editor	regions	kill-rectangle-selection
kill-rectangle-selection-to-clipboard	Function	editor	regions	kill-rectangle-selection-to-clipboard
kill-region	Function	editor	regions	kill-region FROM TO
kill-region-to-clipboard	Function	editor	regions	kill-region-to-clipboard FROM TO
kill-selected-buffer	Function	editor	buffers	kill-selected-buffer
kill-selection	Function	editor	regions	kill-selection
kill-selection-to-clipboard	Function	editor	regions	kill-selection-to-clipboard
